"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.080147212E1,-1.039238334E0,4.616835713E-2,-1.164838552E0
4.081147412E1,-9.931563735E-1,1.111118421E-1,-1.158773661E0
4.082147512E1,-9.456391931E-1,1.866438836E-1,-1.153556347E0
4.083147612E1,-8.968307376E-1,2.601599395E-1,-1.148986220E0
4.084147812E1,-8.497500420E-1,3.134356737E-1,-1.148065805E0
4.085147912E1,-8.052251935E-1,3.441718519E-1,-1.157479048E0
4.086148113E1,-7.571766973E-1,3.680300415E-1,-1.172848344E0
4.087148212E1,-7.086554170E-1,3.862503767E-1,-1.188996673E0
4.088148412E1,-6.589803100E-1,4.241365194E-1,-1.186401367E0
4.089148512E1,-5.906810760E-1,4.736090302E-1,-1.171730518E0
4.090148612E1,-5.131724477E-1,5.479501486E-1,-1.156203985E0
4.091148812E1,-3.993692398E-1,6.116342545E-1,-1.145802259E0
4.092148913E1,-2.688759565E-1,7.151734829E-1,-1.166056156E0
4.093149112E1,-1.195875257E-1,8.719477654E-1,-1.232776046E0
4.094149212E1,-3.370884061E-2,1.047267079E0,-1.320632458E0
4.095149312E1,3.878878057E-2,1.289678454E0,-1.450768828E0
4.096149512E1,3.985244781E-2,1.507392406E0,-1.577343822E0
4.097149612E1,2.155219577E-2,1.595366955E0,-1.667949915E0
4.098149812E1,4.348441958E-3,1.747222900E0,-1.728903055E0
4.099149912E1,2.369341999E-2,1.589921713E0,-1.762802362E0
4.100150112E1,5.001956597E-2,1.272771120E0,-1.800645351E0
4.101150212E1,6.971856952E-2,8.683482409E-1,-1.703743935E0
4.102150312E1,9.483750165E-2,4.892123640E-1,-1.545639515E0
4.103150512E1,1.342892051E-1,1.444752365E-1,-1.445480347E0
4.104150612E1,1.832184047E-1,-1.607443243E-1,-1.397477388E0
4.105150812E1,2.196124047E-1,-4.382793307E-1,-1.351137996E0
4.106150912E1,2.679157257E-1,-6.529184580E-1,-1.314440727E0
4.107151112E1,3.133116066E-1,-7.951324582E-1,-1.280083656E0
4.108151212E1,3.361740410E-1,-8.800582290E-1,-1.238476634E0
4.109151312E1,3.341411650E-1,-9.312987924E-1,-1.196266055E0
4.110151512E1,3.037640750E-1,-9.665111303E-1,-1.154567957E0
4.111151612E1,2.391960621E-1,-1.015049815E0,-1.128121018E0
4.112151812E1,1.339444816E-1,-1.086010337E0,-1.115650058E0
4.113151879E1,1.150417980E-2,-1.161252975E0,-1.106675625E0
4.114151979E1,-9.298361093E-2,-1.233125329E0,-1.104844689E0
4.115152179E1,-1.676787734E-1,-1.304988980E0,-1.092603207E0
4.116152279E1,-1.911944896E-1,-1.366441965E0,-1.053904891E0
4.117152479E1,-1.628539115E-1,-1.410544395E0,-9.731264710E-1
4.118152579E1,-1.049304157E-1,-1.433164001E0,-8.657752275E-1
4.119152779E1,-5.160080269E-2,-1.420312166E0,-7.718465328E-1
4.120152879E1,-2.592233568E-2,-1.371322155E0,-7.192714214E-1
4.121152979E1,-3.266215324E-2,-1.303396225E0,-7.105412483E-1
4.122153179E1,-6.660307944E-2,-1.216412544E0,-7.355443239E-1
4.123153279E1,-1.166806370E-1,-1.145524740E0,-7.565580010E-1
4.124153479E1,-1.728834510E-1,-1.080617905E0,-7.786638141E-1
4.125153579E1,-2.067063153E-1,-1.052946806E0,-7.856281996E-1
4.126153779E1,-2.185877413E-1,-1.074399471E0,-7.684454918E-1
4.127153879E1,-2.051098943E-1,-1.136734724E0,-7.268571854E-1
4.128153979E1,-1.633406132E-1,-1.231803179E0,-6.670840979E-1
4.129154179E1,-1.081090569E-1,-1.329571843E0,-6.063477993E-1
4.130154279E1,-3.694939986E-2,-1.434395432E0,-5.409069657E-1
4.131154479E1,4.809146747E-2,-1.519614577E0,-4.764294922E-1
4.132154579E1,1.335139573E-1,-1.577030420E0,-4.183283746E-1
4.133154779E1,1.966007352E-1,-1.637754917E0,-3.684207797E-1
4.134154879E1,2.330383807E-1,-1.694554567E0,-3.317469060E-1
4.135154979E1,2.514486015E-1,-1.738922358E0,-3.055101931E-1
4.136155179E1,2.669117153E-1,-1.756464124E0,-2.797622383E-1
4.137155279E1,2.948731482E-1,-1.714686394E0,-2.556101382E-1
4.138155479E1,3.527561724E-1,-1.607478738E0,-2.293944955E-1
4.139155579E1,4.333221018E-1,-1.467044353E0,-2.080240101E-1
4.140155679E1,5.181251168E-1,-1.298889160E0,-1.984052062E-1
4.141155879E1,5.892550945E-1,-1.152307272E0,-1.841345429E-1
4.142155979E1,6.680747867E-1,-1.015802145E0,-1.538296342E-1
4.143156179E1,7.592355013E-1,-8.670409918E-1,-1.182850450E-1
4.144156279E1,8.702664375E-1,-6.868890524E-1,-9.037085623E-2
4.145156479E1,1.003674746E0,-4.410236180E-1,-8.606512845E-2
4.146156579E1,1.178600430E0,-2.340573668E-1,-9.634786099E-2
4.147156679E1,1.388386011E0,-6.722621154E-3,-1.098887324E-1
4.148156879E1,1.640339613E0,1.757603735E-1,-1.151330322E-1
4.149156979E1,1.892145038E0,3.321865797E-1,-1.035491824E-1
4.150157179E1,2.131060600E0,4.576939046E-1,-8.603277057E-2
4.151157279E1,2.371429682E0,5.819545984E-1,-6.843906641E-2
4.152157479E1,2.608905077E0,7.069748640E-1,-3.401237726E-2
4.153157579E1,2.832355261E0,7.512316108E-1,2.258374915E-2
4.154157679E1,2.995889902E0,7.058013082E-1,1.104408950E-1
4.155157879E1,3.100322485E0,6.634750962E-1,2.480635792E-1
4.156157979E1,3.190387964E0,5.418679714E-1,4.069818556E-1
4.157158179E1,3.225133896E0,5.210868120E-1,5.673871636E-1
4.158158279E1,3.249245167E0,5.555729270E-1,6.918417215E-1
4.159158479E1,3.258588314E0,6.518639922E-1,7.748004198E-1
4.160158579E1,3.288295746E0,7.883056998E-1,8.268684149E-1
4.161158679E1,3.327844858E0,9.647276998E-1,8.492569923E-1
4.162158879E1,3.378698349E0,1.206259966E0,8.469224572E-1
4.163158979E1,3.399199724E0,1.488738656E0,8.250397444E-1
4.164159179E1,3.470354795E0,1.743048191E0,8.147791028E-1
4.165159279E1,3.483656168E0,2.060500860E0,8.069751263E-1
4.166159479E1,3.463761806E0,2.370091438E0,7.753559351E-1
4.167159579E1,3.377907753E0,2.629118204E0,6.902650595E-1
4.168159679E1,3.292061567E0,2.793432474E0,5.641849041E-1
4.169159879E1,3.292231798E0,2.755128384E0,4.929068089E-1
4.170159979E1,3.323023796E0,2.681408405E0,5.111896992E-1
4.171160179E1,3.398179293E0,2.569147587E0,6.099987030E-1
4.172160279E1,3.478786707E0,2.435418606E0,7.530621290E-1
4.173160379E1,3.556041718E0,2.311792612E0,8.963433504E-1
4.174160579E1,3.612952471E0,2.238350868E0,1.010318756E0
4.175160679E1,3.692678213E0,2.185387850E0,1.112341046E0
4.176160879E1,3.731716633E0,2.150053740E0,1.226777792E0
4.177160979E1,3.689050913E0,2.172949314E0,1.321456075E0
4.178161179E1,3.664767742E0,2.241805077E0,1.363644242E0
4.179161279E1,3.640335560E0,2.346512079E0,1.364577770E0
4.180161379E1,3.533603907E0,2.506981373E0,1.348976135E0
4.181161579E1,3.411812305E0,2.578218460E0,1.317720652E0
4.182161679E1,3.322499752E0,2.598533154E0,1.287339091E0
4.183161879E1,3.246479034E0,2.616267204E0,1.245698571E0
4.184161979E1,3.190263987E0,2.672833204E0,1.212617874E0
4.185162179E1,3.130644560E0,2.702393532E0,1.200088263E0
4.186162279E1,3.001035213E0,2.678825140E0,1.207618594E0
4.187162379E1,2.807424784E0,2.652998447E0,1.179664016E0
4.188162579E1,2.657083035E0,2.602408409E0,1.092097163E0
4.189162679E1,2.515564680E0,2.452234507E0,9.864133000E-1
4.190162879E1,2.358025312E0,2.212914467E0,9.070524573E-1
4.191162979E1,2.211942196E0,1.906847477E0,8.664664030E-1
4.192163179E1,2.081451416E0,1.544624805E0,8.678365946E-1
4.193163279E1,1.927947044E0,1.179230332E0,8.833093643E-1
4.194163379E1,1.794441938E0,8.835137486E-1,8.731122017E-1
4.195163579E1,1.686727166E0,6.137756705E-1,8.500324488E-1
4.196163679E1,1.560269475E0,3.080058694E-1,8.525848389E-1
4.197163879E1,1.419743776E0,1.250790711E-2,8.544700742E-1
4.198163979E1,1.339356184E0,-1.917076111E-1,8.303148150E-1
4.199164179E1,1.234889388E0,-3.451322019E-1,7.840183973E-1
4.200164279E1,1.177926183E0,-4.278481305E-1,7.563889027E-1
4.201164379E1,1.260566831E0,-5.054200888E-1,7.734355927E-1
4.202164579E1,1.350371242E0,-6.117372513E-1,8.057311773E-1
4.203164679E1,1.448394060E0,-7.854685187E-1,8.019915819E-1
4.204164879E1,1.492671490E0,-9.381984472E-1,7.682362795E-1
4.205164979E1,1.425878763E0,-9.480925202E-1,7.290504575E-1
4.206165179E1,1.334472656E0,-9.636315107E-1,6.975452900E-1
4.207165279E1,1.267819405E0,-7.845522761E-1,6.752602458E-1
4.208165379E1,1.118233562E0,-4.372190535E-1,6.546961069E-1
4.209165579E1,9.318677783E-1,6.989295781E-2,5.947177410E-1
4.210165679E1,6.938751936E-1,6.922633648E-1,4.433245063E-1
4.211165879E1,3.730217814E-1,1.396638751E0,2.195105702E-1
4.212165979E1,5.008846149E-2,2.119997025E0,2.007709816E-2
4.213166167E1,-1.902877241E-1,2.781915665E0,-9.377279133E-2
4.214166267E1,-3.434857726E-1,3.281619310E0,-1.230875403E-1
4.215166367E1,-6.062563658E-1,3.506549835E0,-1.256657243E-1
4.216166567E1,-7.445783019E-1,3.395400047E0,-1.423525512E-1
4.217166667E1,-7.220897675E-1,3.023938179E0,-1.529476345E-1
4.218166867E1,-7.307833433E-1,2.451669931E0,-1.092102751E-1
4.219166967E1,-6.951619983E-1,1.691577196E0,2.395418100E-2
4.220167067E1,-6.506797671E-1,8.979642391E-1,1.897764355E-1
4.221167267E1,-6.142724156E-1,2.295419425E-1,3.025453389E-1
4.222167367E1,-5.478897095E-1,-4.741224647E-1,3.248695433E-1
4.223167567E1,-4.991152883E-1,-8.399871588E-1,3.054396212E-1
4.224167667E1,-4.722082913E-1,-9.958854318E-1,2.378709465E-1
4.225167867E1,-4.576525986E-1,-1.003504992E0,1.382092685E-1
4.226167967E1,-4.614294767E-1,-8.994553089E-1,3.278323635E-2
4.227168067E1,-4.907049835E-1,-6.703029871E-1,-6.943964213E-2
4.228168267E1,-5.237500072E-1,-3.369181156E-1,-1.623432189E-1
4.229168367E1,-5.408166647E-1,2.825833298E-2,-2.412711829E-1
4.230168567E1,-5.607920289E-1,3.216582537E-1,-2.918469906E-1
4.231168667E1,-5.959203839E-1,4.913005531E-1,-3.079137802E-1
4.232168867E1,-6.622027159E-1,5.322224498E-1,-2.880575061E-1
4.233168967E1,-7.746751308E-1,4.877562523E-1,-2.428095341E-1
4.234169067E1,-8.579064012E-1,4.245040417E-1,-1.834655106E-1
4.235169267E1,-9.140492678E-1,3.242701292E-1,-1.147259176E-1
4.236169367E1,-9.529064298E-1,1.742468327E-1,-6.855123490E-2
4.237169567E1,-9.209890962E-1,-3.691631556E-2,-5.425499007E-2
4.238169667E1,-9.230629206E-1,-3.927199543E-1,-2.004375868E-2
4.239169867E1,-9.935364723E-1,-7.642919421E-1,3.570431471E-2
4.240169967E1,-1.095466018E0,-1.028247595E0,5.379463360E-2
4.241170067E1,-1.216474175E0,-1.147177219E0,-2.881637774E-4
4.242170267E1,-1.307970881E0,-1.138508439E0,-1.054958105E-1
4.243170367E1,-1.271133065E0,-1.078405142E0,-2.229793072E-1
4.244170567E1,-1.211414099E0,-1.102743030E0,-2.940084636E-1
4.245170667E1,-1.222573996E0,-1.161045671E0,-3.212680221E-1
4.246170867E1,-1.296411514E0,-1.147355080E0,-3.376571238E-1
4.247170967E1,-1.411327600E0,-1.032668233E0,-3.720084429E-1
4.248171067E1,-1.529730678E0,-8.222148418E-1,-4.188230932E-1
4.249171267E1,-1.644520760E0,-5.406416059E-1,-4.569982588E-1
4.250171367E1,-1.744165897E0,-2.077251524E-1,-4.826721847E-1
4.251171567E1,-1.824544668E0,1.613160074E-1,-5.211280584E-1
4.252171667E1,-1.876056314E0,5.617612004E-1,-5.958451629E-1
4.253171867E1,-1.896499872E0,9.768631458E-1,-7.008644938E-1
4.254171967E1,-1.909640193E0,1.351395488E0,-8.107100129E-1
4.255172067E1,-1.921081305E0,1.639253855E0,-8.895938993E-1
4.256172267E1,-1.933091402E0,1.825996876E0,-9.286891222E-1
4.257172367E1,-1.937773585E0,1.933499455E0,-9.439073205E-1
4.258172567E1,-1.931642175E0,1.960945725E0,-9.404755831E-1
4.259172667E1,-1.911589384E0,1.914445519E0,-9.469350576E-1
4.260172867E1,-1.895655870E0,1.796491146E0,-9.664605856E-1
4.261172967E1,-1.850623727E0,1.615768552E0,-1.009486794E0
4.262173067E1,-1.791211009E0,1.421035528E0,-1.051718950E0
4.263173267E1,-1.693847060E0,1.087861180E0,-1.044215918E0
4.264173367E1,-1.633518696E0,6.673431993E-1,-1.002708673E0
4.265173567E1,-1.553879619E0,3.723946810E-1,-9.552302361E-1
4.266173667E1,-1.484787822E0,1.556402594E-1,-9.144394398E-1
4.267173867E1,-1.433580160E0,-7.208738010E-3,-8.809356093E-1
4.268173967E1,-1.406951308E0,-9.755834192E-2,-8.535295129E-1
4.269174067E1,-1.394632101E0,-1.700997800E-1,-8.395008445E-1
4.270174267E1,-1.379670739E0,-2.262384146E-1,-8.307070732E-1
4.271174367E1,-1.385382652E0,-2.149758190E-1,-8.292631507E-1
4.272174567E1,-1.386403680E0,-2.057002932E-1,-8.253759742E-1
4.273174667E1,-1.402920485E0,-1.120894179E-1,-8.233194947E-1
4.274174867E1,-1.402899623E0,5.915932124E-4,-8.163952827E-1
4.275174967E1,-1.377327323E0,1.512139738E-1,-8.197187781E-1
4.276175067E1,-1.355011821E0,2.940033376E-1,-8.425721526E-1
4.277175267E1,-1.326938748E0,4.398626685E-1,-8.773815632E-1
4.278175367E1,-1.295436978E0,5.441976190E-1,-9.093448520E-1
4.279175567E1,-1.277806878E0,6.772139072E-1,-9.322839379E-1
4.280175667E1,-1.262059331E0,7.606033087E-1,-9.215971828E-1
4.281175867E1,-1.238369942E0,8.270049095E-1,-8.940162063E-1
4.282175967E1,-1.216583610E0,8.570964932E-1,-8.698237538E-1
4.283176067E1,-1.188406467E0,8.427799940E-1,-8.625239134E-1
4.284176267E1,-1.158174872E0,7.922223210E-1,-8.684427738E-1
4.285176367E1,-1.140407205E0,7.210957408E-1,-8.881773353E-1
4.286176567E1,-1.118386388E0,6.133610010E-1,-8.943721056E-1
4.287176667E1,-1.090068936E0,4.926552474E-1,-8.886574507E-1
4.288176867E1,-1.054829717E0,3.430417776E-1,-8.718814254E-1
4.289176967E1,-1.020960808E0,2.562652528E-1,-8.504847288E-1
4.290177067E1,-1.003452420E0,1.899006218E-1,-8.402283192E-1
4.291177267E1,-9.779443145E-1,1.221603304E-1,-8.466721773E-1
4.292177367E1,-9.829132557E-1,9.706489742E-3,-8.742124438E-1
4.293177567E1,-1.030192375E0,-1.312356442E-1,-8.996675014E-1
4.294177667E1,-1.101462245E0,-2.462860644E-1,-9.384449720E-1
4.295177867E1,-1.175679684E0,-5.475556850E-1,-9.526504278E-1
4.296177967E1,-1.226301312E0,-7.391509414E-1,-9.391947985E-1
4.297178067E1,-1.225412488E0,-9.482152462E-1,-9.041589499E-1
4.298178267E1,-1.172242165E0,-1.116883397E0,-8.699706197E-1
4.299178367E1,-1.108175516E0,-1.277551413E0,-8.383036256E-1
4.300178567E1,-1.050555944E0,-1.415626526E0,-7.960605621E-1
4.301178667E1,-1.018717051E0,-1.521938205E0,-7.485349774E-1
4.302178867E1,-9.995830059E-1,-1.574376464E0,-7.080365419E-1
4.303178967E1,-9.940509796E-1,-1.551472664E0,-6.809592843E-1
4.304179067E1,-9.940152764E-1,-1.461556315E0,-6.563644409E-1
4.305179267E1,-9.941250682E-1,-1.306661963E0,-6.093423367E-1
4.306179367E1,-9.904205799E-1,-1.110031724E0,-5.416104794E-1
4.307179567E1,-9.928420782E-1,-9.167766571E-1,-4.730477631E-1
4.308179667E1,-1.007651091E0,-7.431651950E-1,-4.244157672E-1
4.309179867E1,-1.035564065E0,-5.815293193E-1,-4.007158279E-1
4.310179967E1,-1.050055385E0,-4.151251912E-1,-3.948587477E-1
4.311180067E1,-1.048027039E0,-2.271219194E-1,-4.056241214E-1
4.312180267E1,-1.034416676E0,-8.735517040E-3,-4.350142479E-1
4.313180387E1,-1.016579866E0,2.380283475E-1,-4.646232128E-1
4.314180587E1,-9.937995672E-1,5.000823736E-1,-4.797662199E-1
4.315180687E1,-9.695659876E-1,7.310168147E-1,-4.865515530E-1
4.316180887E1,-9.459125996E-1,8.975301981E-1,-4.867608845E-1
4.317180987E1,-9.223099351E-1,9.895519018E-1,-4.758191407E-1
4.318181087E1,-9.043519497E-1,1.010288119E0,-4.565386474E-1
4.319181287E1,-8.859087229E-1,9.748589993E-1,-4.378804862E-1
4.320181387E1,-8.523382545E-1,8.906578422E-1,-4.306124747E-1
4.321181587E1,-8.183742166E-1,7.648853660E-1,-4.277848303E-1
4.322181687E1,-7.895995378E-1,6.142178178E-1,-4.197628796E-1
4.323181887E1,-7.726299167E-1,4.511327446E-1,-3.956378102E-1
4.324181987E1,-7.561427951E-1,2.980388105E-1,-3.689641058E-1
4.325182087E1,-7.447537780E-1,1.801365465E-1,-3.555486798E-1
4.326182287E1,-7.511272430E-1,9.484483302E-2,-3.620744944E-1
4.327182387E1,-7.832713723E-1,3.123047017E-2,-3.972934484E-1
4.328182587E1,-8.314061165E-1,4.954656586E-3,-4.392089248E-1
4.329182687E1,-8.766804934E-1,3.429101780E-3,-4.944667518E-1
4.330182887E1,-9.215720892E-1,1.273684949E-2,-5.551029444E-1
4.331182987E1,-9.648737907E-1,1.417934429E-2,-6.087544560E-1
4.332183087E1,-9.961593151E-1,1.895252801E-2,-6.494395733E-1
4.333183287E1,-1.012210488E0,4.421101138E-2,-6.760485768E-1
4.334183387E1,-1.019484878E0,9.179504216E-2,-6.961231828E-1
4.335183587E1,-1.034341216E0,1.339113265E-1,-7.120223045E-1
4.336183687E1,-1.050932527E0,1.574712545E-1,-7.220003605E-1
4.337183887E1,-1.064179659E0,1.633407623E-1,-7.305946946E-1
4.338183987E1,-1.065405250E0,1.730090976E-1,-7.497643828E-1
4.339184087E1,-1.056830168E0,1.898585111E-1,-7.786777020E-1
4.340184287E1,-1.034811139E0,2.323162109E-1,-8.045223951E-1
4.341184387E1,-1.007521391E0,2.946595550E-1,-8.180919886E-1
4.342184587E1,-9.705754519E-1,3.750268221E-1,-8.170582056E-1
4.343184687E1,-9.324516058E-1,4.551540017E-1,-8.089455366E-1
4.344184887E1,-9.009948969E-1,5.127299428E-1,-7.984116673E-1
4.345184987E1,-8.947235346E-1,5.772476196E-1,-7.959854007E-1
4.346185187E1,-8.973957300E-1,6.157271266E-1,-7.978022099E-1
4.347185287E1,-9.049502015E-1,6.287745237E-1,-8.159150481E-1
4.348185387E1,-9.297418594E-1,6.015508771E-1,-8.374432325E-1
4.349185587E1,-9.842756987E-1,5.650189519E-1,-8.670168519E-1
4.350185687E1,-1.017677665E0,5.503180623E-1,-9.283446670E-1
4.351185887E1,-1.095705867E0,4.532831013E-1,-1.024850488E0
4.352185987E1,-1.152919054E0,3.337103724E-1,-1.168957591E0
4.353186187E1,-1.204230666E0,1.753779054E-1,-1.296961069E0
4.354186287E1,-1.242720008E0,-6.017869338E-2,-1.362279892E0
4.355186387E1,-1.241190553E0,-2.933121622E-1,-1.358112693E0
4.356186587E1,-1.243300557E0,-6.167850494E-1,-1.295492649E0
4.357186687E1,-1.205611587E0,-8.995453119E-1,-1.255962253E0
4.358186887E1,-1.144380927E0,-1.103747129E0,-1.285366774E0
4.359186987E1,-1.086465478E0,-1.207959294E0,-1.380329013E0
4.360187187E1,-1.060832262E0,-1.221785307E0,-1.484372854E0
4.361187287E1,-1.049818039E0,-1.125172853E0,-1.557106495E0
4.362187387E1,-1.036287665E0,-9.779760242E-1,-1.610646486E0
4.363187587E1,-1.044494271E0,-8.711363077E-1,-1.509493470E0
4.364187687E1,-1.076753378E0,-7.010892034E-1,-1.273820400E0
4.365187887E1,-1.099711776E0,-4.433632791E-1,-1.062261701E0
4.366187987E1,-1.099827647E0,-1.985375583E-1,-9.423880577E-1
4.367188187E1,-1.100537181E0,-3.883918002E-2,-9.055939913E-1
4.368188287E1,-1.084019184E0,-4.319771007E-2,-9.080094695E-1
4.369188387E1,-1.035634875E0,-1.473913640E-1,-9.103963971E-1
4.370188587E1,-9.761914611E-1,-2.738446593E-1,-8.976869583E-1
4.371188687E1,-9.041226506E-1,-3.969588280E-1,-8.708580732E-1
4.372188887E1,-8.223649263E-1,-5.528796911E-1,-8.307713866E-1
4.373188987E1,-7.365400195E-1,-8.129905462E-1,-7.816499472E-1
4.374189187E1,-6.341199279E-1,-1.180504918E0,-7.453870177E-1
4.375189287E1,-5.358361602E-1,-1.615913153E0,-7.245652080E-1
4.376189387E1,-4.705407619E-1,-2.044282675E0,-6.930506825E-1
4.377189587E1,-4.618709683E-1,-2.418684244E0,-6.185476184E-1
4.378189687E1,-5.063145757E-1,-2.693199635E0,-5.087225437E-1
4.379189887E1,-6.030007601E-1,-2.854279041E0,-3.918753564E-1
4.380189987E1,-7.375572324E-1,-2.908841372E0,-3.219783008E-1
4.381190187E1,-8.881188631E-1,-2.913737535E0,-3.112937510E-1
4.382190287E1,-1.023518443E0,-2.893992424E0,-3.370222747E-1
4.383190487E1,-1.122486472E0,-2.869927406E0,-3.771779239E-1
4.384190587E1,-1.164464235E0,-2.871113062E0,-4.190534651E-1
4.385190687E1,-1.152359605E0,-2.905974865E0,-4.363873899E-1
4.386190887E1,-1.095930696E0,-2.945899725E0,-4.316293895E-1
4.387190987E1,-9.994660616E-1,-2.965051651E0,-4.122565091E-1
4.388191187E1,-8.789632916E-1,-2.948318958E0,-3.881613016E-1
4.389191287E1,-7.846329808E-1,-2.967758894E0,-3.662747443E-1
4.390191487E1,-7.351684570E-1,-2.952407837E0,-3.776288629E-1
4.391191587E1,-7.048726678E-1,-2.930854082E0,-4.001981318E-1
4.392191687E1,-6.619411707E-1,-2.960553885E0,-4.216338992E-1
4.393191887E1,-5.806003213E-1,-2.934635878E0,-4.210228324E-1
4.394191987E1,-4.457599521E-1,-2.905871868E0,-3.851867914E-1
4.395192187E1,-3.103979528E-1,-2.883527517E0,-3.270979524E-1
4.396192287E1,-1.548645496E-1,-2.859169006E0,-2.906776369E-1
4.397192487E1,-3.793421760E-2,-2.845019341E0,-3.000147343E-1
4.398192587E1,6.770379841E-2,-2.820417881E0,-3.443571627E-1
4.399192687E1,1.506882310E-1,-2.765043259E0,-3.901056647E-1
4.400192887E1,2.139417678E-1,-2.576418638E0,-4.181196988E-1
4.401192987E1,2.914779186E-1,-2.413626671E0,-3.992175758E-1
4.402193187E1,3.490285575E-1,-2.183249712E0,-3.636052310E-1
4.403193287E1,3.848094940E-1,-1.966085553E0,-2.997655272E-1
4.404193487E1,4.518015683E-1,-1.836854100E0,-2.290093303E-1
4.405193587E1,5.344893336E-1,-1.822698832E0,-1.833786368E-1
4.406193687E1,5.682859421E-1,-1.589455724E0,-1.465069056E-1
4.407193887E1,7.172611952E-1,-1.654038072E0,-1.127916723E-1
4.408193987E1,8.869069219E-1,-1.563895106E0,-9.479828924E-2
4.409194187E1,1.052504778E0,-1.431538463E0,-6.102108583E-2
4.410194287E1,1.157038093E0,-1.270739913E0,6.814954337E-3
4.411194487E1,1.286279678E0,-1.140411139E0,9.020704776E-2
4.412194587E1,1.314933181E0,-9.402845502E-1,1.585967541E-1
4.413194875E1,1.323695660E0,-1.000708342E0,1.865206808E-1
4.414194975E1,1.389744997E0,-1.072215915E0,1.896549612E-1
4.415195075E1,1.531603217E0,-1.015775681E0,2.019035220E-1
4.416195275E1,1.720239401E0,-1.031722188E0,2.198364586E-1
4.417195375E1,1.779388309E0,-9.936858416E-1,2.518410981E-1
4.418195575E1,1.752378583E0,-9.812214375E-1,3.226082027E-1
4.419195675E1,1.710795403E0,-9.629761577E-1,3.655599356E-1
4.420195875E1,1.667214394E0,-9.157372713E-1,3.434399962E-1
4.421195975E1,1.666797042E0,-1.028077126E0,2.591812313E-1
4.422196075E1,1.675906897E0,-9.759817123E-1,1.228436381E-1
4.423196275E1,1.717757344E0,-8.883885145E-1,5.535116885E-3
4.424196375E1,1.769236803E0,-8.445762992E-1,-4.002011940E-2
4.425196575E1,1.705222249E0,-7.310081124E-1,-1.369969686E-4
4.426196675E1,1.583287597E0,-6.658565402E-1,1.383788139E-1
4.427196875E1,1.519369960E0,-7.261927724E-1,2.842891812E-1
4.428196975E1,1.454566956E0,-6.251580119E-1,3.902259767E-1
4.429197075E1,1.434753656E0,-6.323505640E-1,4.126181901E-1
4.430197275E1,1.438185930E0,-5.732486248E-1,3.972956836E-1
4.431197375E1,1.480980396E0,-4.390217662E-1,3.355924189E-1
4.432197575E1,1.523551226E0,-3.411079943E-1,2.662130594E-1
4.433197675E1,1.557461143E0,-2.258923650E-1,2.106000334E-1
4.434197875E1,1.536558270E0,-1.033209041E-1,1.362839937E-1
4.435197975E1,1.453428030E0,6.812480092E-2,1.462635100E-1
4.436198175E1,1.353851438E0,5.190775543E-2,1.626584530E-1
4.437198275E1,1.246514797E0,1.776688993E-1,2.147650719E-1
4.438198375E1,1.200936437E0,3.184369504E-1,2.082222253E-1
4.439198575E1,1.136397123E0,4.831965268E-1,1.770249307E-1
4.440198675E1,1.066022515E0,6.429283619E-1,1.586365998E-1
4.441198875E1,1.078076839E0,7.720365524E-1,6.334131211E-2
4.442198975E1,1.084749222E0,8.761131763E-1,-1.503924653E-2
4.443199175E1,1.153121352E0,8.065400720E-1,-9.161468595E-2
4.444199275E1,1.194034457E0,7.522323728E-1,-1.290834844E-1
4.445199375E1,1.236731410E0,6.434818506E-1,-1.200952083E-1
4.446199575E1,1.261214495E0,4.848067164E-1,-9.939180315E-2
4.447199675E1,1.301515818E0,4.589869976E-1,-5.178562179E-2
4.448199875E1,1.370436788E0,4.151484370E-1,-8.077226579E-2
4.449199975E1,1.420687556E0,3.726023734E-1,-1.006387621E-1
4.450200175E1,1.456016541E0,3.332725465E-1,-1.220923886E-1
4.451200275E1,1.485378981E0,3.105603158E-1,-1.329279840E-1
4.452200375E1,1.520686626E0,3.067184389E-1,-1.203576028E-1
4.453200575E1,1.560684204E0,3.464605510E-1,-1.098159403E-1
4.454200675E1,1.600643396E0,3.711358011E-1,-1.032997221E-1
4.455200875E1,1.630792975E0,4.835837781E-1,-1.073794141E-1
4.456200975E1,1.640563369E0,4.737615287E-1,-1.384518445E-1
4.457201175E1,1.644885063E0,4.790681303E-1,-1.294679344E-1
4.458201275E1,1.669519663E0,4.392661154E-1,-1.177377775E-1
4.459201475E1,1.715514660E0,4.329099059E-1,-1.015352532E-1
4.460201575E1,1.768933654E0,4.329442680E-1,-7.452253997E-2
4.461201675E1,1.806078911E0,4.493233860E-1,-5.910586193E-2
4.462201875E1,1.845478177E0,4.887256622E-1,-7.859407365E-2
4.463201975E1,1.879477501E0,5.244034529E-1,-1.067219898E-1
4.464202175E1,1.921607137E0,5.608884692E-1,-1.293103993E-1
4.465202275E1,1.972164869E0,5.794605017E-1,-1.344148219E-1
4.466202475E1,2.046220303E0,6.162241101E-1,-1.329660714E-1
4.467202575E1,2.037689924E0,4.802030623E-1,-1.181286946E-1
4.468202675E1,2.049480200E0,4.046528935E-1,-1.039982289E-1
4.469202875E1,2.055974245E0,3.237863481E-1,-9.057927877E-2
4.470202975E1,2.068300962E0,2.473970354E-1,-6.358201802E-2
4.471203175E1,2.095161200E0,1.956441700E-1,-4.676533118E-2
