"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.137923250E0,5.074447632E0,4.944368134E0,3.862118683E0
4.147924250E0,4.126169586E0,4.463268585E0,3.157384186E0
4.157925250E0,3.587140503E0,4.402644653E0,2.547851715E0
4.167926250E0,3.647315369E0,4.650229797E0,2.264191589E0
4.177928250E0,4.213587799E0,4.999752960E0,2.645897827E0
4.187929250E0,4.587210846E0,5.612279205E0,3.719016266E0
4.197930250E0,4.473447418E0,6.411317596E0,4.833149414E0
4.207931250E0,4.254003754E0,6.956034851E0,4.917873230E0
4.217932250E0,4.172273712E0,7.052284698E0,4.696633301E0
4.227933250E0,4.030518494E0,6.944359131E0,4.524191895E0
4.237935250E0,3.723506927E0,6.906188507E0,4.341871033E0
4.247936250E0,3.578009491E0,6.946454773E0,4.100572815E0
4.257937250E0,3.663332062E0,7.112758942E0,3.964505768E0
4.267938250E0,3.919150085E0,7.385192413E0,4.062402191E0
4.277939250E0,4.350552979E0,7.431296539E0,4.153712311E0
4.287940250E0,4.777165833E0,7.156018982E0,4.295317841E0
4.297942250E0,4.968468018E0,6.808591461E0,4.563110962E0
4.307943250E0,4.947810974E0,6.462361450E0,4.738246765E0
4.317944250E0,4.894521790E0,6.075565796E0,4.859943695E0
4.327945250E0,4.951852570E0,5.671256561E0,4.908742218E0
4.337946250E0,5.087021484E0,5.301974487E0,4.877906342E0
4.347947250E0,5.360502777E0,5.004842377E0,4.763843536E0
4.357949250E0,5.687572632E0,4.799170074E0,4.548740845E0
4.367950250E0,6.005960541E0,4.663103027E0,4.508175201E0
4.377951250E0,6.412066040E0,4.405788116E0,4.462969208E0
4.387952250E0,6.591393127E0,4.008364563E0,4.352498932E0
4.397953250E0,6.372248840E0,3.550017700E0,3.593427429E0
4.407954250E0,5.994284821E0,3.000211029E0,2.740800476E0
4.417956250E0,5.436993713E0,2.381547546E0,1.875899048E0
4.427957250E0,4.610562286E0,1.721719666E0,1.538650360E0
4.437958250E0,4.079017639E0,8.002359009E-1,1.440454559E0
4.447959250E0,4.204606476E0,-4.114942932E-1,9.174421692E-1
4.457960250E0,4.644391937E0,-1.718875580E0,2.721340942E-1
4.467961250E0,5.241949310E0,-2.603236542E0,1.996847534E-1
4.477963250E0,5.661377106E0,-2.790048065E0,5.084925842E-1
4.487964250E0,5.656138000E0,-2.511177979E0,7.795788574E-1
4.497965250E0,5.503754883E0,-2.126178589E0,1.275497589E0
4.507966250E0,5.935906219E0,-2.375559998E0,1.146465912E0
4.517967250E0,7.074139252E0,-3.426374817E0,9.553134155E-1
4.527968250E0,8.568032684E0,-4.851561127E0,8.771759033E-1
4.537970250E0,1.016970200E1,-6.491999817E0,2.570155334E-1
4.547971250E0,1.119192627E1,-7.898025970E0,6.538403320E-1
4.557972250E0,1.159084671E1,-7.979756012E0,1.362317047E0
4.567973250E0,1.203182968E1,-7.094197540E0,9.960287476E-1
4.577974250E0,1.235680389E1,-6.107748871E0,1.422641602E0
4.587975250E0,1.238823853E1,-5.031936035E0,1.459614716E0
4.597977250E0,1.231803452E1,-4.032464447E0,1.316961365E0
4.607978250E0,1.216160980E1,-3.859274597E0,2.045346680E0
4.617979250E0,1.266261795E1,-4.922064514E0,1.473236389E0
4.627980250E0,1.349653381E1,-6.385720825E0,1.263971558E0
4.637981250E0,1.398436935E1,-6.747817841E0,1.460662537E0
4.647982250E0,1.402867722E1,-5.780080261E0,1.175206146E0
4.657984250E0,1.343246704E1,-4.472998352E0,1.385818176E0
4.667985250E0,1.249840942E1,-3.536246338E0,1.638642426E0
4.677986250E0,1.177002411E1,-3.268752594E0,1.949545898E0
4.687987250E0,1.123428818E1,-3.827091522E0,2.383044434E0
4.697988250E0,1.078761703E1,-4.921465759E0,2.464624786E0
4.707989250E0,1.076142151E1,-6.200106812E0,2.191592560E0
4.717991250E0,1.091709778E1,-7.048841858E0,2.129322052E0
4.727992250E0,1.095362183E1,-7.348219299E0,1.841171265E0
4.737993250E0,1.090721832E1,-7.673642578E0,1.204096069E0
4.747994250E0,1.096290253E1,-8.612939301E0,1.022823029E0
4.757995250E0,1.059317139E1,-9.189839630E0,7.177574158E-1
4.767996250E0,9.943971405E0,-9.263636169E0,1.127904510E0
4.777998250E0,9.513466644E0,-9.014105072E0,8.686436462E-1
4.787999250E0,9.608219604E0,-8.572822723E0,8.574169922E-1
4.798000250E0,9.958790588E0,-8.216264191E0,7.390132141E-1
4.808001250E0,1.037312897E1,-8.347092133E0,5.960604858E-1
4.818002250E0,1.056892181E1,-8.824150085E0,6.295907593E-1
4.828003250E0,1.028466293E1,-8.944799194E0,6.569837952E-1
4.838005250E0,1.014081207E1,-8.854237518E0,5.882766724E-1
4.848006250E0,1.004516098E1,-8.730145569E0,4.411326599E-1
4.858007250E0,9.953252106E0,-8.540639648E0,3.649411011E-1
4.868008250E0,1.000235001E1,-8.407416687E0,5.415737915E-1
4.878009250E0,1.004800507E1,-8.303832092E0,1.012793884E0
4.888010250E0,1.001387604E1,-8.396339722E0,1.550625458E0
4.898012250E0,9.904902649E0,-8.877888336E0,2.185904388E0
4.908013250E0,9.597142639E0,-9.508526917E0,2.597248993E0
4.918014250E0,9.082363129E0,-9.761051788E0,2.715054016E0
4.928015250E0,8.569828949E0,-9.384434967E0,2.500849457E0
4.938016250E0,8.297694855E0,-8.673413544E0,2.163301392E0
4.948017250E0,8.174351349E0,-8.094567261E0,1.818568268E0
4.958019250E0,8.164621582E0,-7.694449310E0,1.661694489E0
4.968020250E0,8.274044037E0,-7.446564789E0,1.668729858E0
4.978021250E0,8.356672211E0,-7.380252686E0,1.705553284E0
4.988022250E0,8.225095825E0,-7.452103271E0,1.564995575E0
4.998023250E0,8.005352783E0,-7.460336151E0,1.304986267E0
5.008025250E0,7.791597290E0,-7.394024048E0,1.141825562E0
5.018026250E0,7.519612885E0,-7.348967743E0,9.848020935E-1
5.028027250E0,7.226821747E0,-7.270530853E0,9.026229858E-1
5.038028250E0,6.922354889E0,-7.136260071E0,8.375083923E-1
5.048029250E0,6.750512238E0,-7.000043335E0,8.714877319E-1
5.058030250E0,6.575226746E0,-6.656807098E0,1.065634003E0
5.068032250E0,6.335425415E0,-6.125861206E0,1.201551361E0
5.078033250E0,6.161786499E0,-5.553451538E0,1.079405365E0
5.088034250E0,6.270310822E0,-5.125790863E0,7.342231750E-1
5.098035125E0,6.555767212E0,-4.907544708E0,6.288423157E-1
5.108036125E0,6.852899323E0,-4.751718750E0,9.297166443E-1
5.118037125E0,6.886728973E0,-4.413272552E0,1.274000702E0
5.128039125E0,6.887627106E0,-4.129313049E0,1.426982574E0
5.138040125E0,7.031627655E0,-3.901337128E0,1.619482269E0
5.148041125E0,7.235204315E0,-3.653452606E0,1.899998932E0
5.158042125E0,7.423063660E0,-3.366649017E0,1.884431305E0
5.168043125E0,7.573500824E0,-3.155288544E0,1.672621765E0
5.178044125E0,7.627239075E0,-3.073708191E0,1.408570862E0
5.188046125E0,7.678731995E0,-3.040327606E0,9.910890198E-1
5.198047125E0,7.713459778E0,-3.094065857E0,8.690927124E-1
5.208048125E0,7.739505615E0,-3.113525391E0,9.699829102E-1
5.218049125E0,7.899522858E0,-3.166215820E0,1.012344818E0
5.228050125E0,8.228838043E0,-3.140619049E0,9.467811584E-1
5.238051125E0,8.652606812E0,-3.062930603E0,8.283773804E-1
5.248053125E0,9.049132233E0,-2.854414215E0,9.755213928E-1
5.258054125E0,9.337133331E0,-2.486479340E0,1.447040863E0
5.268055125E0,9.427844696E0,-2.063608704E0,1.938468933E0
5.278056125E0,9.326655121E0,-1.679357758E0,2.501148834E0
5.288057125E0,9.187893677E0,-1.581012268E0,2.714455261E0
5.298059125E0,9.072184296E0,-1.789528656E0,2.855911102E0
5.308060125E0,8.953032074E0,-2.329605560E0,2.346969452E0
5.318061125E0,9.120084686E0,-3.346590729E0,1.275198212E0
5.328062125E0,9.452094269E0,-4.597838745E0,7.753875732E-1
5.338063125E0,8.835227051E0,-5.380860443E0,1.102158051E0
5.348064125E0,7.282056885E0,-5.436245270E0,6.251000977E-1
5.358066125E0,6.436465302E0,-5.307063904E0,-8.601113892E-1
5.368067125E0,7.092101898E0,-5.034630432E0,-2.091899872E0
5.378068125E0,8.593629456E0,-4.406985626E0,-2.715353394E0
5.388069125E0,9.922266541E0,-3.582799530E0,-2.396366730E0
5.398070125E0,1.046773224E1,-2.806513824E0,-1.363514557E0
5.408071125E0,1.040291702E1,-2.252216492E0,-3.959266663E-1
5.418073125E0,1.018347336E1,-2.157313843E0,-7.753875732E-2
5.428074125E0,1.000594254E1,-2.459834747E0,-3.703298950E-1
5.438075125E0,9.956994324E0,-2.805765381E0,-8.496331787E-1
5.448076125E0,9.966125336E0,-3.058439941E0,-8.725355530E-1
5.458077125E0,9.969717865E0,-3.090173950E0,-3.803590393E-1
5.468078125E0,1.012075378E1,-3.048410797E0,3.878434753E-1
5.478080125E0,1.052371582E1,-2.949466553E0,8.768765259E-1
5.488081125E0,1.096499817E1,-2.594704285E0,8.972341919E-1
5.498082125E0,1.125883713E1,-2.037862244E0,9.151968384E-1
5.508083125E0,1.136571487E1,-1.456620941E0,7.970924377E-1
5.518084125E0,1.117905304E1,-1.025218048E0,6.316864014E-1
5.528086125E0,1.089344696E1,-7.982899475E-1,6.292913818E-1
5.538087125E0,1.061682220E1,-7.828720093E-1,1.004710693E0
5.548088125E0,1.038779846E1,-8.298742676E-1,1.576371918E0
5.558089125E0,1.031325348E1,-1.010847931E0,2.077829132E0
5.568090125E0,1.031145721E1,-1.301543427E0,2.536325684E0
5.578091125E0,1.044662613E1,-1.708696747E0,2.733016663E0
5.588093125E0,1.066367477E1,-2.073937225E0,2.791544952E0
5.598094125E0,1.076022400E1,-2.121238861E0,2.927162933E0
5.608095125E0,1.080677719E1,-1.645827484E0,3.016078033E0
5.618096125E0,1.086560486E1,-1.027313690E0,3.247047729E0
5.628097125E0,1.096903976E1,-3.514691162E-1,3.460054779E0
5.638098125E0,1.119327347E1,3.124003601E-1,4.000580750E0
5.648100125E0,1.157737473E1,7.694000244E-1,4.695884857E0
5.658101125E0,1.205368423E1,1.142424316E0,5.403762817E0
5.668102125E0,1.248029709E1,1.381626892E0,6.227799225E0
5.678103125E0,1.298474808E1,1.429527283E0,6.874753876E0
5.688104125E0,1.338741074E1,1.523831177E0,7.082970886E0
5.698106125E0,1.346165634E1,1.730850677E0,7.065457306E0
5.708107125E0,1.320973022E1,1.707499237E0,7.040758667E0
5.718108125E0,1.251397705E1,1.578018494E0,7.140151978E0
5.728109125E0,1.165700912E1,1.159488831E0,7.054380341E0
5.738110125E0,1.092353439E1,6.054908752E-1,6.945556641E0
5.748111125E0,1.036295013E1,8.592132568E-2,6.635700989E0
5.758113125E0,9.912836151E0,-3.135978699E-1,6.012995911E0
5.768114125E0,9.637708282E0,-4.993615723E-1,5.173092499E0
5.778115125E0,9.439819794E0,-4.044589233E-1,4.639003143E0
5.788116125E0,9.320068817E0,-1.730401611E-1,3.866309967E0
5.798117125E0,9.422156525E0,-3.562591553E-2,4.137096863E0
5.808119125E0,9.796677704E0,9.385482788E-2,5.072351990E0
5.818120125E0,9.789642334E0,7.170089722E-2,5.683830414E0
5.828121125E0,9.247619476E0,2.305206299E-2,5.080884247E0
5.838122125E0,8.555159454E0,4.351451111E-1,2.913690948E0
5.848123125E0,7.543263702E0,1.356778564E0,1.643133087E0
5.858124125E0,6.373596039E0,2.777025146E0,1.185684357E0
5.868126125E0,5.631738739E0,4.014501801E0,7.806266785E-1
5.878127125E0,5.549859009E0,4.559518433E0,4.378395081E-1
5.888128125E0,6.267766113E0,4.244573364E0,2.502795410E-1
5.898129125E0,7.596852264E0,3.267255707E0,5.463638306E-1
5.908130125E0,8.799152069E0,2.416275330E0,1.102756805E0
5.918132125E0,9.793983307E0,1.776356049E0,1.862277374E0
5.928133125E0,1.063164139E1,1.854643250E0,2.859653320E0
5.938134125E0,1.133338211E1,3.538192291E0,3.993695068E0
5.948135125E0,1.171838150E1,5.476511536E0,3.612737274E0
5.958136125E0,1.188543411E1,6.520290985E0,3.772604828E0
5.968137125E0,1.255005203E1,6.283333740E0,4.266278229E0
5.978139125E0,1.335522766E1,5.482050018E0,4.907245331E0
5.988140125E0,1.364921631E1,4.663851471E0,5.442532196E0
5.998141125E0,1.295361282E1,4.186494141E0,6.137686615E0
6.008142125E0,1.145792313E1,3.906875610E0,6.036197662E0
6.018143125E0,9.584119720E0,3.405568085E0,5.799240417E0
6.028145125E0,7.692503357E0,2.576292572E0,5.053042145E0
6.038146125E0,5.889951782E0,1.535207520E0,4.376898193E0
6.048147125E0,4.390070801E0,3.757186890E-1,3.349135437E0
6.058148125E0,3.083887024E0,-6.505471802E-1,2.268382874E0
6.068149125E0,1.988315277E0,-1.246308289E0,1.713786163E0
6.078150125E0,1.290466461E0,-1.108295288E0,2.640209656E0
6.088152125E0,3.356021118E-1,2.191442871E-1,4.131857758E0
6.098153292E0,-1.124910736E0,2.519261169E0,5.428012390E0
6.108154292E0,-2.775528259E0,4.890330505E0,5.371280365E0
6.118155292E0,-3.979624329E0,6.501280518E0,3.961062927E0
6.128156292E0,-4.003424835E0,7.188202057E0,3.099903717E0
6.138158292E0,-3.030298462E0,7.206464081E0,2.847827911E0
6.148159292E0,-2.060465240E0,7.159611511E0,2.956352234E0
6.158160292E0,-1.644480286E0,7.346273346E0,3.067570953E0
6.168161292E0,-1.606010284E0,7.585026855E0,3.078348541E0
6.178162292E0,-1.487307129E0,7.892936554E0,3.533402252E0
6.188163292E0,-1.184187469E0,8.331225128E0,4.143683167E0
6.198165292E0,-5.960604858E-1,8.798104248E0,4.359234924E0
6.208166292E0,2.353106689E-1,9.069040833E0,4.071084137E0
6.218167292E0,1.086740112E0,8.972192230E0,3.920646973E0
6.228168292E0,1.730551300E0,8.607550507E0,3.920946350E0
6.238169292E0,2.041754150E0,8.237969055E0,4.063450012E0
6.248171292E0,2.048340454E0,8.039481812E0,4.058659973E0
6.258172292E0,1.850002899E0,7.985444183E0,4.043840790E0
6.268173292E0,1.738335114E0,7.869884491E0,3.883823547E0
6.278174292E0,1.715732117E0,7.651488647E0,3.543581085E0
6.288175292E0,1.762584686E0,7.332202606E0,3.097658386E0
6.298176292E0,2.027533722E0,7.108567657E0,2.774929504E0
6.308178292E0,2.481838989E0,7.050039368E0,2.591860199E0
6.318179292E0,2.922522583E0,6.990313568E0,2.581082611E0
6.328180292E0,3.098107452E0,7.038812714E0,2.961741028E0
6.338181292E0,3.033292236E0,7.241640930E0,3.480711823E0
6.348182292E0,2.833457794E0,7.381300507E0,3.728446655E0
6.358184292E0,2.675236816E0,7.387138367E0,3.815565491E0
6.368185292E0,2.719844055E0,7.282655640E0,3.706442413E0
6.378186292E0,3.029550018E0,7.080126801E0,3.494483185E0
6.388187292E0,3.484004974E0,6.720574493E0,3.229384460E0
6.398188292E0,3.792812805E0,6.338269501E0,2.971919861E0
6.408190292E0,4.056264954E0,6.051615601E0,2.815195770E0
6.418191292E0,4.234693909E0,5.864504700E0,2.678679657E0
6.428192292E0,4.325704651E0,5.879323883E0,2.639012146E0
6.438193292E0,4.347409515E0,5.950126648E0,2.693798218E0
6.448194292E0,4.422104187E0,5.960006104E0,2.704126740E0
6.458195292E0,4.673730927E0,5.837710419E0,2.626288605E0
6.468197292E0,5.044509888E0,5.441484375E0,2.571801910E0
6.478198292E0,5.326822815E0,4.756808167E0,2.550246735E0
6.488199292E0,5.421725464E0,4.061953125E0,2.513872375E0
6.498200292E0,5.223687286E0,3.416345673E0,2.799478455E0
6.508201292E0,4.798571320E0,3.078348541E0,3.000360718E0
6.518203292E0,4.505331116E0,2.571352844E0,2.940634918E0
6.528204292E0,4.599185944E0,1.962119751E0,2.859803009E0
6.538205292E0,5.093458099E0,1.167422333E0,2.568209381E0
6.548206292E0,5.463787994E0,5.995033264E-1,2.653382263E0
6.558207292E0,5.372477875E0,4.992118835E-1,3.104544067E0
6.568209292E0,4.932243347E0,5.043013000E-1,3.493585052E0
6.578210292E0,4.453389130E0,3.438349915E-1,3.415746918E0
6.588211292E0,4.565655670E0,-3.944297791E-1,2.487377472E0
6.598212292E0,5.444029083E0,-2.140548706E0,1.162183228E0
6.608213292E0,6.536607056E0,-3.926933899E0,4.207749939E-1
6.618214292E0,7.717800751E0,-5.440885620E0,-7.682025146E-1
6.628216292E0,8.531808014E0,-6.142776031E0,-5.188211060E-1
6.638217292E0,8.702453156E0,-5.577551422E0,1.930984497E-1
6.648218292E0,8.612340546E0,-4.506229248E0,1.519340515E-1
6.658219292E0,8.537346497E0,-4.374503174E0,2.321672058E-1
6.668220292E0,8.711135101E0,-5.233417053E0,-5.622308350E-1
6.678222292E0,9.002579041E0,-6.657405853E0,-1.207538910E0
6.688223292E0,8.871152344E0,-7.979157257E0,-1.263073425E0
6.698224292E0,8.714577942E0,-8.695417786E0,-1.424437866E0
6.708225292E0,8.960516510E0,-9.270072784E0,-1.951342163E0
6.718226292E0,9.383237457E0,-9.441915436E0,-1.549427948E0
6.728227292E0,9.975256348E0,-9.226663055E0,-2.553539886E0
6.738229292E0,1.036399796E1,-8.682544556E0,-2.181114349E0
6.748230292E0,1.087698120E1,-8.153694305E0,-1.855242004E0
6.758231292E0,1.138487503E1,-8.048313446E0,-8.390052795E-1
6.768232292E0,1.187974594E1,-8.450826416E0,7.476951599E-1
6.778233292E0,1.249870880E1,-8.572972412E0,7.367678833E-1
6.788235292E0,1.297426987E1,-8.774004364E0,1.616638184E0
6.798236292E0,1.397823212E1,-9.714947662E0,2.063309326E0
6.808237292E0,1.394904282E1,-1.043345352E1,1.745370483E0
6.818238292E0,1.295630722E1,-9.580676880E0,1.396146698E0
6.828239292E0,1.189112228E1,-8.790021057E0,1.037043457E0
6.838241292E0,1.136376892E1,-8.623866577E0,9.138496399E-1
6.848242292E0,1.128787674E1,-9.003327484E0,1.254092102E0
6.858243292E0,1.143127853E1,-9.722432098E0,1.999242554E0
6.868244292E0,1.102696930E1,-1.060469742E1,2.735711060E0
6.878245292E0,9.564660187E0,-1.095571747E1,3.062780914E0
6.888246292E0,8.249495087E0,-1.140044266E1,2.924318848E0
6.898248292E0,7.137008514E0,-1.183678528E1,2.747087402E0
6.908249292E0,6.214327240E0,-1.206086929E1,2.251917114E0
6.918250292E0,5.635181580E0,-1.207628723E1,1.585951996E0
6.928251292E0,5.293591919E0,-1.192330536E1,1.266516266E0
6.938252292E0,5.184169464E0,-1.180250656E1,1.416504364E0
6.948254292E0,5.244344330E0,-1.173155411E1,1.867965546E0
6.958255292E0,5.447022858E0,-1.168500092E1,2.488275604E0
6.968256292E0,5.732179871E0,-1.163650177E1,3.259471893E0
6.978257292E0,6.130351868E0,-1.179606995E1,3.816463623E0
6.988258292E0,6.533014526E0,-1.219454132E1,4.259242859E0
6.998260292E0,7.012916565E0,-1.268776566E1,4.457131348E0
7.008261292E0,7.394922180E0,-1.329789688E1,4.647236023E0
7.018262292E0,7.313641205E0,-1.371702530E1,4.905149689E0
7.028263292E0,6.975045319E0,-1.392045227E1,5.209766235E0
7.038264292E0,6.784491577E0,-1.435664520E1,5.531596985E0
7.048265292E0,6.365063782E0,-1.478834747E1,5.744604034E0
7.058267292E0,5.916746063E0,-1.465602264E1,5.413492584E0
7.068268292E0,5.919739838E0,-1.410172531E1,4.684358826E0
7.078269292E0,6.118077393E0,-1.338396790E1,4.514761505E0
7.088270292E0,6.398594055E0,-1.260259277E1,4.014501801E0
7.098270875E0,7.016658783E0,-1.172856033E1,3.353925476E0
7.108272875E0,7.723039856E0,-1.082159637E1,3.295696564E0
7.118273875E0,8.543184357E0,-9.921069031E0,2.990630951E0
7.128274875E0,9.598489838E0,-8.962761841E0,2.799478455E0
7.138275875E0,1.112037506E1,-8.396489410E0,2.747536469E0
7.148276875E0,1.281320480E1,-8.066725159E0,3.731290741E0
7.158278875E0,1.388856857E1,-7.851622467E0,5.441484375E0
7.168279875E0,1.406954224E1,-7.962841187E0,7.353458405E0
7.178280875E0,1.363664246E1,-8.571026459E0,8.866961060E0
7.188281875E0,1.294163773E1,-9.663604431E0,9.060807953E0
7.198282875E0,1.220980957E1,-1.106394241E1,7.868237915E0
7.208284875E0,1.168410278E1,-1.232013016E1,6.429579620E0
7.218285875E0,1.123009689E1,-1.307366318E1,4.913831635E0
7.228286875E0,1.023346939E1,-1.295136749E1,3.753594360E0
7.238287875E0,9.088350677E0,-1.186283112E1,2.680176544E0
7.248288875E0,8.588989105E0,-1.080273560E1,2.401156769E0
7.258289875E0,8.955127716E0,-1.002914429E1,1.754052429E0
7.268291875E0,9.439819794E0,-9.401798859E0,1.744622040E0
7.278292875E0,9.604327698E0,-8.960815887E0,1.112636261E0
7.288293875E0,9.286388855E0,-8.127498779E0,-3.092568970E-1
7.298294875E0,8.123906250E0,-7.313940582E0,-6.248007202E-1
7.308295875E0,7.207811279E0,-6.525829468E0,-1.981429596E0
7.318297875E0,6.535858612E0,-5.513933716E0,-3.169958038E0
7.328298875E0,5.860612793E0,-4.478985901E0,-3.657194824E0
7.338299875E0,5.372926941E0,-3.616479492E0,-3.559597778E0
7.348300875E0,5.212460632E0,-2.834206238E0,-3.654650116E0
7.358301875E0,5.147046661E0,-2.092648315E0,-3.654799805E0
7.368303875E0,5.263803864E0,-1.497336273E0,-3.141966248E0
7.378304875E0,5.626200256E0,-9.084608459E-1,-3.244203644E0
7.388305875E0,5.996679840E0,-4.764591980E-1,-2.775079193E0
7.398306875E0,6.537505188E0,-1.763333130E-1,-2.913990326E0
7.408307875E0,7.065008240E0,3.996688843E-2,-2.462080078E0
7.418309875E0,7.498955841E0,3.375480652E-1,-1.488055573E0
7.428310875E0,7.954458618E0,7.304809570E-1,-7.710466003E-1
7.438311875E0,8.350235596E0,1.351988525E0,-6.002517700E-2
7.448312875E0,8.908873901E0,2.077529755E0,1.377136230E-1
7.458313875E0,9.852511597E0,2.873424683E0,7.185058594E-2
7.468315875E0,1.083461929E1,3.504811707E0,7.966433716E-1
7.478316875E0,1.150342850E1,3.758833466E0,2.101330261E0
7.488317875E0,1.154938293E1,3.455863495E0,3.414250031E0
7.498318875E0,1.051488419E1,2.921175385E0,3.255280609E0
7.508319875E0,8.117319946E0,3.296145630E0,2.584375763E0
7.518320875E0,5.406606903E0,4.420906677E0,2.170336761E0
7.528322875E0,3.370091858E0,5.453609161E0,1.715283051E0
7.538323875E0,2.132166138E0,5.897585907E0,1.089883575E0
7.548324875E0,1.605710907E0,5.802383881E0,-2.338137817E-1
7.558325875E0,1.491498413E0,5.442083130E0,-2.114353180E0
7.568326875E0,1.886077881E0,4.968168640E0,-3.558250580E0
7.578328875E0,2.853216705E0,4.633464661E0,-3.349434814E0
7.588329875E0,3.590583344E0,4.490960999E0,-2.727927246E0
7.598330875E0,3.526067505E0,4.548591156E0,-2.497107239E0
7.608331875E0,3.272794189E0,5.118456116E0,-2.440075836E0
7.618332875E0,3.530109100E0,5.871240692E0,-2.161056061E0
7.628334875E0,4.170776825E0,6.553372192E0,-2.205513611E0
7.638335875E0,4.813540192E0,7.081324310E0,-2.001787262E0
7.648336875E0,5.374423828E0,7.478298798E0,-2.221829681E0
7.658337875E0,5.597609711E0,7.744894409E0,-2.596350861E0
7.668338875E0,5.529052277E0,7.876919861E0,-2.449206848E0
7.678340875E0,5.373974762E0,7.959398346E0,-1.747316437E0
7.688341875E0,5.519921265E0,7.894583130E0,-9.264234924E-1
7.698342875E0,5.885012054E0,7.260052643E0,-1.068777466E-1
7.708343875E0,6.138884125E0,6.065237274E0,3.180885315E-1
7.718344875E0,5.981710968E0,5.187312927E0,2.511776733E-1
7.728346875E0,5.410199432E0,5.070106659E0,-3.412902832E-2
7.738347875E0,4.885091400E0,5.620512085E0,-4.622387695E-1
7.748348875E0,4.933740234E0,6.443350983E0,-9.292675781E-1
7.758349875E0,5.518424377E0,7.016658783E0,-1.316212921E0
7.768350875E0,6.143674164E0,7.744145966E0,-8.884025574E-1
7.778352875E0,6.515051880E0,8.284222870E0,-6.825805664E-2
7.788353875E0,6.599476318E0,8.397387543E0,5.046006775E-1
7.798354875E0,7.039411469E0,7.477849731E0,5.834866333E-1
7.808355875E0,7.515122223E0,7.125332794E0,8.854087830E-1
7.818356875E0,7.518864441E0,6.972949677E0,-1.103205872E-1
7.828358875E0,6.531517639E0,7.139403534E0,-1.205892334E0
7.838359875E0,5.109474792E0,7.257957001E0,-1.934876404E0
